Node,CropType,BloodSugar,Production,WaterUsage,Affordability
0,Millet,0.31358951330184937,0.8427239656448364,0.7391987442970276,0.39539939165115356
1,Rice,0.8200886845588684,0.7854354381561279,0.5475245714187622,0.5160176157951355
2,Rice,0.7650638222694397,0.1712132692337036,0.18909168243408203,0.06393563747406006
3,Rice,0.9176680445671082,0.6138797998428345,0.5139612555503845,0.11940199136734009
4,Millet,0.28342562913894653,0.46005702018737793,0.24897772073745728,0.3869820237159729
5,Rice,0.36087942123413086,0.09903502464294434,0.2334633469581604,0.33005398511886597
6,Rice,0.5430258512496948,0.46059709787368774,0.6593749523162842,0.23614299297332764
7,Millet,0.5608047246932983,0.5460448265075684,0.1245880126953125,0.9283518195152283
8,Rice,0.15501165390014648,0.09321326017379761,0.3572443723678589,0.5641207098960876
9,Millet,0.1360960602760315,0.42555880546569824,0.8944815397262573,0.8765496611595154
0,Rice,0.13778692483901978,0.6146817803382874,0.8784314393997192,0.12061667442321777
1,Rice,0.3588147759437561,0.4720970392227173,0.2750081419944763,0.022734463214874268
2,Millet,0.16728579998016357,0.8756396174430847,0.009039700031280518,0.8342488408088684
3,Rice,0.6630297303199768,0.5064930319786072,0.012605428695678711,0.2083238959312439
4,Millet,0.9055705070495605,0.7280014753341675,0.9812365770339966,0.9812262058258057
5,Rice,0.18391776084899902,0.3980482816696167,0.5063589811325073,0.19599425792694092
6,Millet,0.16598564386367798,0.9103580713272095,0.14782994985580444,0.962843120098114
7,Rice,0.3570556640625,0.5442567467689514,0.29554861783981323,0.3282608389854431
8,Millet,0.5504183769226074,0.015524148941040039,0.030183076858520508,0.9117869734764099
9,Rice,0.022403478622436523,0.21140581369400024,0.9307982325553894,0.10349225997924805
0,Rice,0.38838380575180054,0.5105682015419006,0.15665411949157715,0.8303635716438293
1,Millet,0.42922312021255493,0.1367163062095642,0.4223530888557434,0.4356626272201538
2,Millet,0.9914952516555786,0.7605066895484924,0.868843138217926,0.5396020412445068
3,Millet,0.01630014181137085,0.2418195605278015,0.48491811752319336,0.5408691167831421
4,Millet,0.2199411392211914,0.16283869743347168,0.25347912311553955,0.44033801555633545
5,Millet,0.9802502393722534,0.5566549301147461,0.5642955303192139,0.110149085521698
6,Rice,0.2995237112045288,0.49457991123199463,0.7796925902366638,0.018530070781707764
7,Millet,0.05934035778045654,0.6883306503295898,0.8563253283500671,0.43622589111328125
8,Rice,0.25112295150756836,0.9374503493309021,0.426011860370636,0.07903629541397095
9,Millet,0.3659890294075012,0.7347713708877563,0.20778441429138184,0.7034885287284851
0,Rice,0.750178337097168,0.22247779369354248,0.2862446904182434,0.539203405380249
1,Rice,0.3784213662147522,0.2877272367477417,0.7749201059341431,0.5514938235282898
2,Rice,0.5940207242965698,0.3970411419868469,0.8812917470932007,0.29594916105270386
3,Millet,0.6042062640190125,0.702677309513092,0.5616876482963562,0.2080422043800354
4,Millet,0.6241443157196045,0.6220166683197021,0.9480433464050293,0.2192821502685547
5,Rice,0.05164462327957153,0.12849456071853638,0.29022228717803955,0.1833428144454956
6,Millet,0.4982972741127014,0.37123245000839233,0.015089631080627441,0.48708105087280273
7,Rice,0.8681344985961914,0.41798555850982666,0.13401293754577637,0.17656588554382324
8,Millet,0.3462603688240051,0.8805569410324097,0.46909981966018677,0.9965217709541321
9,Rice,0.28183817863464355,0.33190691471099854,0.31510448455810547,0.37022948265075684
0,Millet,0.3475056290626526,0.517458438873291,0.3335645794868469,0.08914333581924438
1,Rice,0.4400867223739624,0.38387566804885864,0.9148013591766357,0.159906268119812
2,Rice,0.5965613126754761,0.24491733312606812,0.6587422490119934,0.48734498023986816
3,Rice,0.034773826599121094,0.31601160764694214,0.5069692134857178,0.556123673915863
4,Rice,0.18808770179748535,0.6495145559310913,0.27320021390914917,0.9793472290039062
5,Millet,0.08749723434448242,0.14698797464370728,0.9730991721153259,0.5556356310844421
6,Millet,0.837866485118866,0.916211724281311,0.16897141933441162,0.4350495934486389
7,Rice,0.9002346396446228,0.4545043110847473,0.8885188698768616,0.4971166253089905
8,Millet,0.1041075587272644,0.23702925443649292,0.29925256967544556,0.8235405087471008
9,Rice,0.8087424039840698,0.30174726247787476,0.8826189041137695,0.7619659900665283
0,Rice,0.002786099910736084,0.18035250902175903,0.7057522535324097,0.41391444206237793
1,Millet,0.7742134928703308,0.5872781872749329,0.49485909938812256,0.6723743081092834
2,Rice,0.5762738585472107,0.11025989055633545,0.5656960606575012,0.8520211577415466
3,Millet,0.6647334694862366,0.08245569467544556,0.8403022289276123,0.693006694316864
4,Millet,0.6250174641609192,0.31377315521240234,0.1680516004562378,0.6086326241493225
5,Rice,0.4000335931777954,0.08632534742355347,0.7116622924804688,0.7090659141540527
6,Rice,0.08194869756698608,0.8454397916793823,0.4606115221977234,0.7194594740867615
7,Millet,0.11886966228485107,0.7171061038970947,0.7445046305656433,0.4017198085784912
8,Millet,0.10878556966781616,0.5889152884483337,0.6824987530708313,0.4528927206993103
9,Millet,0.2134302854537964,0.9072492718696594,0.07002240419387817,0.6772797703742981
0,Millet,0.24070501327514648,0.3691864013671875,0.04268604516983032,0.6870661973953247
1,Millet,0.7738629579544067,0.9676510691642761,0.870434582233429,0.6320862770080566
2,Millet,0.1504414677619934,0.1631503701210022,0.6263706088066101,0.5494434833526611
3,Millet,0.34489256143569946,0.10385721921920776,0.8673979640007019,0.4744257926940918
4,Rice,0.07705837488174438,0.000863194465637207,0.6300626397132874,0.3182101249694824
5,Rice,0.2576507329940796,0.1296740174293518,0.9870964288711548,0.6682196259498596
6,Millet,0.9938823580741882,0.6951635479927063,0.22153538465499878,0.32368242740631104
7,Rice,0.020286500453948975,0.05632352828979492,0.680079460144043,0.7662940621376038
8,Millet,0.9263789057731628,0.33599019050598145,0.05951201915740967,0.07621872425079346
9,Millet,0.4242597222328186,0.7160297632217407,0.15995502471923828,0.22806203365325928
0,Rice,0.38258427381515503,0.37315797805786133,0.44801217317581177,0.3160470128059387
1,Rice,0.45660191774368286,0.3978533148765564,0.7399787902832031,0.7259092330932617
2,Millet,0.10550689697265625,0.07437539100646973,0.049849748611450195,0.01678764820098877
3,Millet,0.7523683309555054,0.406618595123291,0.4557180404663086,0.38329148292541504
4,Rice,0.797753095626831,0.7525721788406372,0.20848959684371948,0.6213147640228271
5,Millet,0.677241325378418,0.5383139848709106,0.7010490894317627,0.2740905284881592
6,Millet,0.6863025426864624,0.6529043912887573,0.723142683506012,0.06537097692489624
7,Millet,0.3685572147369385,0.9439891576766968,0.24916720390319824,0.3112785220146179
8,Millet,0.1086723804473877,0.1465914249420166,0.4029051661491394,0.2036249041557312
9,Millet,0.742655336856842,0.917802631855011,0.6825588345527649,0.6328397393226624
0,Millet,0.7985199689865112,0.6168555021286011,0.9914906024932861,0.32422107458114624
1,Rice,0.4203912019729614,0.7273848652839661,0.7640646696090698,0.20013028383255005
2,Rice,0.5893280506134033,0.9938837885856628,0.3979259133338928,0.10701054334640503
3,Rice,0.8208757638931274,0.8790676593780518,0.31109315156936646,0.25548672676086426
4,Millet,0.9636222124099731,0.3440362215042114,0.07126671075820923,0.1242976188659668
5,Millet,0.897868812084198,0.8797380924224854,0.21847295761108398,0.9143803119659424
6,Rice,0.6381024718284607,0.9462903141975403,0.7579908967018127,0.853432297706604
7,Millet,0.08654791116714478,0.43629491329193115,0.36603009700775146,0.03669768571853638
8,Rice,0.5306168794631958,0.0849146842956543,0.6142770051956177,0.2188895344734192
9,Rice,0.09974950551986694,0.323733925819397,0.3223497271537781,0.3192647695541382
0,Rice,0.6863597631454468,0.5853745341300964,0.0430452823638916,0.24422764778137207
1,Millet,0.3477233052253723,0.3016752600669861,0.9515675902366638,0.7980255484580994
2,Millet,0.9329017996788025,0.36948084831237793,0.24921393394470215,0.06742864847183228
3,Millet,0.2135714292526245,0.7727348804473877,0.9600220918655396,0.3680216073989868
4,Millet,0.032191693782806396,0.8486912250518799,0.4832444190979004,0.10755592584609985
5,Millet,0.5735899209976196,0.5839362144470215,0.9597530961036682,0.10677587985992432
6,Rice,0.9775827527046204,0.8650100827217102,0.7078878879547119,0.7623183727264404
7,Millet,0.6390043497085571,0.15298473834991455,0.020020782947540283,0.36535054445266724
8,Rice,0.18963074684143066,0.5626227855682373,0.674435019493103,0.23310476541519165
9,Rice,0.5792815089225769,0.2629159092903137,0.9073506593704224,0.8467177152633667
0,Rice,0.6990602612495422,0.6948496103286743,0.47387945652008057,0.5252663493156433
1,Millet,0.055002689361572266,0.459720253944397,0.12975972890853882,0.5438829064369202
2,Millet,0.8125395774841309,0.8223717212677002,0.9443522691726685,0.8558389544487
3,Rice,0.31571894884109497,0.7741193175315857,0.6551476716995239,0.8780403733253479
4,Rice,0.24496233463287354,0.2223493456840515,0.7222568392753601,0.36777424812316895
5,Millet,0.40199142694473267,0.9982017278671265,0.5032755732536316,0.20302927494049072
6,Rice,0.12119144201278687,0.6437311768531799,0.9984818696975708,0.5123465657234192
7,Rice,0.7417975664138794,0.2784789204597473,0.22648954391479492,0.15912151336669922
8,Rice,0.016511201858520508,0.653541624546051,0.09615051746368408,0.7629563212394714
9,Millet,0.5075833797454834,0.08939510583877563,0.6457071900367737,0.7576817274093628
0,Millet,0.31997495889663696,0.9610829949378967,0.8630977869033813,0.16406726837158203
1,Rice,0.8114956021308899,0.9320966601371765,0.9626442790031433,0.6000999808311462
2,Rice,0.6737650632858276,0.8448390364646912,0.09335178136825562,0.8829225301742554
3,Rice,0.6646425724029541,0.6545183658599854,0.25369739532470703,0.24631792306900024
4,Rice,0.6664347052574158,0.7332899570465088,0.7490852475166321,0.6449479460716248
5,Millet,0.5906280279159546,0.5486599802970886,0.5755536556243896,0.21931082010269165
6,Millet,0.7250096797943115,0.6546778678894043,0.0029255151748657227,0.3868948817253113
7,Millet,0.25027894973754883,0.14424002170562744,0.6358557343482971,0.23051267862319946
8,Millet,0.1451709270477295,0.5571791529655457,0.33389103412628174,0.3368150591850281
9,Rice,0.7241398096084595,0.9354515671730042,0.7087895274162292,0.4272204041481018
0,Rice,0.8346545100212097,0.34927666187286377,0.5964981913566589,0.9061676263809204
1,Rice,0.04688519239425659,0.08004254102706909,0.19487059116363525,0.07822465896606445
2,Rice,0.8162814378738403,0.7922869920730591,0.16508251428604126,0.26219475269317627
3,Rice,0.6825376152992249,0.9193326830863953,0.03480792045593262,0.7455829977989197
4,Millet,0.6002791523933411,0.5832735896110535,0.7985545992851257,0.22915434837341309
5,Rice,0.6405237317085266,0.2532276511192322,0.36813968420028687,0.9472637176513672
6,Millet,0.039506733417510986,0.9011753797531128,0.404151976108551,0.1227065920829773
7,Rice,0.5691161155700684,0.8705673217773438,0.49623405933380127,0.970737636089325
8,Millet,0.021112024784088135,0.8056960105895996,0.634493350982666,0.9660388231277466
9,Rice,0.6913350820541382,0.25955039262771606,0.409415602684021,0.810213029384613
0,Millet,0.22229993343353271,0.8015453219413757,0.21343541145324707,0.8188914060592651
1,Rice,0.2118247151374817,0.27859926223754883,0.9388153553009033,0.7750709652900696
2,Rice,0.7558553218841553,0.5449397563934326,0.9516186714172363,0.006327927112579346
3,Millet,0.26080000400543213,0.7745599150657654,0.04297375679016113,0.22788554430007935
4,Rice,0.8382331728935242,0.18848496675491333,0.24560236930847168,0.18514734506607056
5,Millet,0.5045192241668701,0.2789667248725891,0.8349182605743408,0.09647464752197266
6,Rice,0.24980342388153076,0.547319233417511,0.28512299060821533,0.0041443705558776855
7,Millet,0.5654353499412537,0.9233707785606384,0.20043188333511353,0.8641670346260071
8,Rice,0.48597896099090576,0.20602208375930786,0.9128122329711914,0.22524046897888184
9,Millet,0.3104867935180664,0.47208333015441895,0.8881828784942627,0.003298819065093994
0,Rice,0.8885465860366821,0.9074174761772156,0.9052444100379944,0.5517870187759399
1,Millet,0.9695942997932434,0.6138613820075989,0.10949599742889404,0.10059559345245361
2,Rice,0.16501593589782715,0.18789613246917725,0.44243574142456055,0.09009820222854614
3,Rice,0.9716511368751526,0.5576706528663635,0.8543950915336609,0.30135518312454224
4,Rice,0.7318216562271118,0.7873757481575012,0.8443886041641235,0.01417762041091919
5,Rice,0.5677333474159241,0.7007657885551453,0.05028712749481201,0.8199013471603394
6,Millet,0.4032602310180664,0.4874989986419678,0.8615432977676392,0.027618706226348877
7,Millet,0.067679762840271,0.9069948792457581,0.7422888278961182,0.48414790630340576
8,Millet,0.5503401756286621,0.9608860015869141,0.8747015595436096,0.4426589608192444
9,Rice,0.08959490060806274,0.3175010085105896,0.5895835161209106,0.7715086340904236
0,Rice,0.49084120988845825,0.9581992030143738,0.5877014398574829,0.8075410723686218
1,Millet,0.9154804944992065,0.6587672233581543,0.9638849496841431,0.5728396773338318
2,Millet,0.21571683883666992,0.6770029067993164,0.522907555103302,0.6611782312393188
3,Rice,0.48450708389282227,0.8102542757987976,0.46843403577804565,0.0276031494140625
4,Millet,0.11497300863265991,0.961043119430542,0.4611082673072815,0.9125471711158752
5,Rice,0.7304279804229736,0.6374757885932922,0.398665189743042,0.9165672063827515
6,Millet,0.010585188865661621,0.07631361484527588,0.49723541736602783,0.850823700428009
7,Rice,0.5602359771728516,0.009416282176971436,0.7944701910018921,0.22572195529937744
8,Rice,0.580123245716095,0.27005696296691895,0.1748892068862915,0.47830480337142944
9,Rice,0.8044741153717041,0.3968614935874939,0.9681207537651062,0.6990952491760254
0,Rice,0.22281193733215332,0.9998437166213989,0.5513798594474792,0.9568638205528259
1,Millet,0.31537431478500366,0.32641416788101196,0.8503149151802063,0.2997720241546631
2,Millet,0.6691127419471741,0.8377084732055664,0.31136083602905273,0.9643569588661194
3,Rice,0.4710574150085449,0.5008935332298279,0.31882327795028687,0.6392618417739868
4,Millet,0.7181675434112549,0.7840304374694824,0.1410430669784546,0.7510961890220642
5,Millet,0.1628550887107849,0.6627238988876343,0.054305076599121094,0.9941359162330627
6,Millet,0.15609383583068848,0.5758097767829895,0.9477464556694031,0.3070495128631592
7,Millet,0.98954838514328,0.3488215208053589,0.9589280486106873,0.1735323667526245
8,Rice,0.3382173180580139,0.2174060344696045,0.11132824420928955,0.45045149326324463
9,Rice,0.23812365531921387,0.10143506526947021,0.7231815457344055,0.365806519985199
0,Millet,0.5682234764099121,0.6913442015647888,0.00394284725189209,0.08111536502838135
1,Rice,0.20881545543670654,0.12398678064346313,0.5638576149940491,0.15413236618041992
2,Rice,0.40280020236968994,0.4430920481681824,0.3218047022819519,0.3098719120025635
3,Rice,0.33534401655197144,0.5793561935424805,0.5826930999755859,0.7181257009506226
4,Rice,0.5310661196708679,0.8488936424255371,0.18776226043701172,0.1798999309539795
5,Millet,0.2224140763282776,0.2414068579673767,0.26467639207839966,0.5879639983177185
6,Rice,0.0496063232421875,0.6072572469711304,0.2631700038909912,0.13834238052368164
7,Rice,0.7714456915855408,0.8770291805267334,0.992626965045929,0.3281617760658264
8,Rice,0.2128409743309021,0.8814234137535095,0.42973488569259644,0.9261206984519958
9,Millet,0.649008572101593,0.7975346446037292,0.9176203012466431,0.5483355522155762
0,Millet,0.4069099426269531,0.7859670519828796,0.9193310737609863,0.23509997129440308
1,Millet,0.34182339906692505,0.9941427111625671,0.08663707971572876,0.21953779458999634
2,Rice,0.8652306795120239,0.871276319026947,0.6805136799812317,0.331115186214447
3,Rice,0.774456799030304,0.20210134983062744,0.8125308752059937,0.5609153509140015
4,Rice,0.7575872540473938,0.02693861722946167,0.11141061782836914,0.14223182201385498
5,Rice,0.7738264799118042,0.9647290110588074,0.5806034803390503,0.948395848274231
6,Millet,0.8805941343307495,0.18486833572387695,0.8879300355911255,0.11065304279327393
7,Millet,0.4085940718650818,0.8513304591178894,0.2877272367477417,0.1810055375099182
8,Rice,0.8519895076751709,0.06982982158660889,0.8709576725959778,0.5979942679405212
9,Rice,0.7405284643173218,0.8879097700119019,0.9788458347320557,0.5069408416748047
0,Millet,0.7114135026931763,0.5585759878158569,0.7682615518569946,0.40369683504104614
1,Millet,0.2832954525947571,0.5225312113761902,0.4087563753128052,0.6423738598823547
2,Millet,0.9749338626861572,0.14540380239486694,0.08607101440429688,0.4392489790916443
3,Rice,0.646919310092926,0.8391178846359253,0.5797873735427856,0.9514052271842957
4,Rice,0.6202041506767273,0.226887047290802,0.8336707949638367,0.6807089447975159
5,Millet,0.6972219944000244,0.9432088136672974,0.2373860478401184,0.44307512044906616
6,Millet,0.029873132705688477,0.0009707808494567871,0.299699068069458,0.7757768034934998
7,Millet,0.09064412117004395,0.578594982624054,0.6335151195526123,0.6099749207496643
8,Rice,0.38863468170166016,0.1372930407524109,0.27660852670669556,0.3637201189994812
9,Millet,0.13262403011322021,0.7417628169059753,0.48306775093078613,0.6000213623046875
0,Millet,0.9276383519172668,0.14919167757034302,0.9684763550758362,0.3911450505256653
1,Rice,0.5474210381507874,0.8571123480796814,0.19213426113128662,0.5350129008293152
2,Millet,0.5423556566238403,0.7866525650024414,0.9465803503990173,0.5935314893722534
3,Rice,0.9126541018486023,0.8043060302734375,0.6775203943252563,0.9414877891540527
4,Millet,0.2434403896331787,0.36604630947113037,0.5616946220397949,0.7280789017677307
5,Rice,0.18481314182281494,0.08020150661468506,0.5143123269081116,0.018260955810546875
6,Millet,0.7754518389701843,0.9987452626228333,0.1984226107597351,0.6466419696807861
7,Rice,0.8523256778717041,0.9445003867149353,0.7800240516662598,0.975006639957428
8,Millet,0.07151061296463013,0.3265661597251892,0.5054495334625244,0.5813425779342651
9,Rice,0.11695629358291626,0.8309932351112366,0.6502684354782104,0.021658897399902344
0,Millet,0.5031121373176575,0.7640786170959473,0.9900184273719788,0.41585105657577515
1,Rice,0.5919333696365356,0.44790542125701904,0.702401876449585,0.241665780544281
2,Millet,0.541774570941925,0.15951615571975708,0.5124676823616028,0.13131266832351685
3,Rice,0.6931213736534119,0.028028666973114014,0.4781720042228699,0.41601747274398804
4,Rice,0.1913231611251831,0.7719700932502747,0.43731480836868286,0.6258857250213623
5,Rice,0.8211022615432739,0.22476768493652344,0.8350009322166443,0.07065021991729736
6,Rice,0.8545843362808228,0.5544448494911194,0.851054310798645,0.37349528074264526
7,Rice,0.38940876722335815,0.2534394860267639,0.9658474326133728,0.7463200688362122
8,Millet,0.5690004825592041,0.5991787314414978,0.8554465174674988,0.38424384593963623
9,Rice,0.5714182257652283,0.8800773024559021,0.11784952878952026,0.4835427403450012
0,Millet,0.9072813987731934,0.3402595520019531,0.6478106379508972,0.46614980697631836
1,Millet,0.09072190523147583,0.9354210495948792,0.21777135133743286,0.0716780424118042
2,Millet,0.48303884267807007,0.9299789071083069,0.5106054544448853,0.6277695894241333
3,Rice,0.33333736658096313,0.6019583940505981,0.7461192011833191,0.7626049518585205
4,Millet,0.6712999939918518,0.9835802316665649,0.3081163763999939,0.7360000014305115
5,Rice,0.9897968769073486,0.9356335997581482,0.13139384984970093,0.05788332223892212
6,Rice,0.9987255930900574,0.7680083513259888,0.8805557489395142,0.5945034027099609
7,Rice,0.0911141037940979,0.3319717049598694,0.3041280508041382,0.17212414741516113
8,Millet,0.7370353937149048,0.15556198358535767,0.16414225101470947,0.3475344181060791
9,Rice,0.285400927066803,0.35015106201171875,0.4830372929573059,0.11722660064697266
0,Millet,0.41401851177215576,0.666517436504364,0.7353035807609558,0.9432818293571472
1,Millet,0.9014608860015869,0.8849791884422302,0.41891390085220337,0.17696475982666016
2,Millet,0.8115532398223877,0.4955279231071472,0.026892900466918945,0.6885679364204407
3,Millet,0.3647197484970093,0.7673391699790955,0.958957314491272,0.6609705090522766
4,Millet,0.07179617881774902,0.32746386528015137,0.3343018889427185,0.48177391290664673
5,Millet,0.5858644247055054,0.9746613502502441,0.2846361994743347,0.8704643249511719
6,Rice,0.9563751220703125,0.49349069595336914,0.2461148500442505,0.021900534629821777
7,Millet,0.9523674845695496,0.6687063574790955,0.48688751459121704,0.5153502225875854
8,Rice,0.8356694579124451,0.5433553457260132,0.3895866870880127,0.21865952014923096
9,Rice,0.2455434799194336,0.8345248103141785,0.25668370723724365,0.9065773487091064
0,Rice,0.3251867890357971,0.03248333930969238,0.31713682413101196,0.3330748677253723
1,Millet,0.7123399376869202,0.9919273257255554,0.9785851240158081,0.7299832701683044
2,Millet,0.9459832906723022,0.06217271089553833,0.24095332622528076,0.7795541882514954
3,Millet,0.7899112105369568,0.9025951623916626,0.7536414861679077,0.8577856421470642
4,Millet,0.29998689889907837,0.11273419857025146,0.8018869161605835,0.2827165722846985
5,Millet,0.7269002199172974,0.19713687896728516,0.788424551486969,0.7591749429702759
6,Millet,0.11945909261703491,0.10544204711914062,0.6809359788894653,0.9492199420928955
7,Rice,0.30192816257476807,0.5234846472740173,0.7892786264419556,0.7686876058578491
8,Millet,0.2757863998413086,0.45979398488998413,0.17650610208511353,0.9442973136901855
9,Millet,0.009212672710418701,0.5012065172195435,0.7685350775718689,0.24911105632781982
0,Millet,0.10927397012710571,0.6543640494346619,0.46946531534194946,0.14014804363250732
1,Millet,0.5187627673149109,0.5460146069526672,0.6460578441619873,0.5448442697525024
2,Rice,0.8558010458946228,0.27528655529022217,0.039012014865875244,0.8226122260093689
3,Millet,0.7257825136184692,0.45463353395462036,0.6995359063148499,0.29127365350723267
4,Millet,0.22189557552337646,0.6292852163314819,0.8951951861381531,0.878305971622467
5,Rice,0.07472085952758789,0.23125308752059937,0.31324851512908936,0.831173837184906
6,Rice,0.38800376653671265,0.3970213532447815,0.9075886011123657,0.9205186367034912
7,Rice,0.45416146516799927,0.05455482006072998,0.4207671284675598,0.9947220087051392
8,Rice,0.055447280406951904,0.9233964085578918,0.5956628918647766,0.04910010099411011
9,Millet,0.8770915865898132,0.49259787797927856,0.7378573417663574,0.6334786415100098
0,Millet,0.4920501112937927,0.3285255432128906,0.563370943069458,0.6943283677101135
1,Rice,0.9744530916213989,0.07756364345550537,0.2169153094291687,0.09022575616836548
2,Millet,0.7707231640815735,0.21665555238723755,0.6243435740470886,0.6872922778129578
3,Rice,0.7407179474830627,0.8850751519203186,0.8250420093536377,0.9434547424316406
4,Millet,0.8762821555137634,0.3002650737762451,0.7879126667976379,0.9402421116828918
5,Millet,0.2030434012413025,0.9884627461433411,0.864549994468689,0.9979966878890991
6,Rice,0.23360967636108398,0.7821875214576721,0.12013745307922363,0.3024289011955261
7,Millet,0.46810078620910645,0.5146452188491821,0.03521430492401123,0.07327157258987427
8,Millet,0.9751794338226318,0.7004283666610718,0.8630712628364563,0.5354272723197937
9,Rice,0.17365509271621704,0.7916393876075745,0.6731103658676147,0.6497734785079956
0,Rice,0.17038774490356445,0.14749175310134888,0.6216498017311096,0.8321070671081543
1,Rice,0.06643861532211304,0.09581494331359863,0.32211220264434814,0.7286589741706848
2,Rice,0.44056302309036255,0.7634263634681702,0.7475661039352417,0.6925581693649292
3,Rice,0.7692620754241943,0.6162098050117493,0.2576298713684082,0.8841753005981445
4,Millet,0.8177381753921509,0.7502568364143372,0.661617636680603,0.7806253433227539
5,Millet,0.6721382737159729,0.6147804260253906,0.518717348575592,0.836493730545044
6,Millet,0.24189209938049316,0.492792010307312,0.042281270027160645,0.9938032627105713
7,Millet,0.34665942192077637,0.084999680519104,0.6341496706008911,0.5678378939628601
8,Rice,0.6675145030021667,0.7801353931427002,0.5792859792709351,0.4032047986984253
9,Millet,0.5299442410469055,0.8639529347419739,0.9441846609115601,0.3753993511199951
0,Rice,0.691163957118988,0.2127658724784851,0.395261287689209,0.8764240145683289
1,Rice,0.627650797367096,0.2709784507751465,0.907442033290863,0.36849546432495117
2,Rice,0.3295190930366516,0.4185854196548462,0.6657800078392029,0.1635083556175232
3,Rice,0.9931840896606445,0.07802248001098633,0.6066596508026123,0.2919212579727173
4,Rice,0.49855363368988037,0.25729215145111084,0.7343155145645142,0.5704873204231262
5,Millet,0.06729358434677124,0.17068374156951904,0.5612565875053406,0.6588862538337708
6,Rice,0.3147214651107788,0.7213116884231567,0.9780933856964111,0.15474724769592285
7,Millet,0.5541146993637085,0.821407675743103,0.1819089651107788,0.8741605877876282
8,Rice,0.5042058825492859,0.8283566832542419,0.42487233877182007,0.4244149923324585
9,Rice,0.36210936307907104,0.09893840551376343,0.572721540927887,0.35655367374420166
0,Millet,0.7009810209274292,0.6911877989768982,0.6356294751167297,0.19256895780563354
1,Millet,0.9264633059501648,0.8692528009414673,0.1288960576057434,0.7691187262535095
2,Rice,0.29386967420578003,0.880586564540863,0.9301408529281616,0.7254174947738647
3,Rice,0.9145470261573792,0.8641689419746399,0.4541909694671631,0.4867546558380127
4,Rice,0.2596699595451355,0.6335180401802063,0.21629267930984497,0.4920297861099243
5,Rice,0.7616378664970398,0.15457969903945923,0.8562615513801575,0.02454507350921631
6,Rice,0.9199986457824707,0.42283833026885986,0.8481873273849487,0.413641095161438
7,Millet,0.8103803396224976,0.7000182867050171,0.515560507774353,0.7296856641769409
8,Rice,0.07528549432754517,0.5593301653862,0.3514559268951416,0.6005316972732544
9,Millet,0.683377742767334,0.7336968183517456,0.821194589138031,0.8828414082527161
0,Rice,0.477630615234375,0.6664342880249023,0.9951355457305908,0.1444719433784485
1,Millet,0.08582895994186401,0.5886301398277283,0.47426867485046387,0.7655203342437744
2,Millet,0.5428106784820557,0.5216456651687622,0.6899861097335815,0.30235379934310913
3,Millet,0.7820937633514404,0.28517746925354004,0.6162446141242981,0.2506304383277893
